Tweet,Emojis,SentimentML,Alegria,Medo,Neutro,Nojo,Raiva,Tristeza,Alias,Frequencias
"RT @oficialmussi: Click de agora com eles @TiagoAbravanel, @jadepicon, @Aguiarthur, @linndaquebrada, e @PedroScooby. 📸💚 https://t.co/H4NlaA…","{'💚', '📸'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'oficialmussi - 1', 'click - 1', 'de - 1', 'agora - 1', 'com - 1', 'eles - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'e - 1', 'pedroscooby - 1', 'https - 1']"
📽 • Arthur Aguiar via InstaStories. https://t.co/7jyz3XlEQH,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['arthur - 1', 'aguiar - 1', 'via - 1', 'instastories - 1', 'https - 1']"
RT @Aguiarthur: Um lookzinho branco bem básico ✨ #BBB22 https://t.co/DQf2a7jgAB,{'✨'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'aguiarthur - 1', 'um - 1', 'lookzinho - 1', 'branco - 1', 'bem - 1', 'básico - 1', 'https - 1']"
"@UOL Nesse momento Arthur Aguiar está em uma prova de resistência.

resistindo para não passar o babão em todas as… https://t.co/qQVdBnipBK",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['em - 2', 'uol - 1', 'nesse - 1', 'momento - 1', 'arthur - 1', 'aguiar - 1', 'está - 1', 'uma - 1', 'prova - 1', 'de - 1', 'resistência - 1', 'resistindo - 1', 'para - 1', 'não - 1', 'passar - 1', 'o - 1', 'babão - 1', 'todas - 1', 'https - 1']"
"RT @smoakesby: eu particularmente não tenho nada contra o arthur aguiar, se a própria corna que é a corna não se incomoda com os chifres eu…",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['não - 2', 'se - 2', 'a - 2', 'corna - 2', 'rt - 1', 'smoakesby - 1', 'eu - 1', 'particularmente - 1', 'tenho - 1', 'nada - 1', 'contra - 1', 'o - 1', 'arthur - 1', 'aguiar - 1', 'própria - 1', 'que - 1', 'é - 1', 'incomoda - 1', 'com - 1', 'os - 1', 'chifres - 1']"
@Aguiarthur adm me segue adm me segue,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['adm - 2', 'me - 2', 'segue - 2', 'aguiarthur - 1']"
"RT @desafetuoso: E o Arthur Aguiar que não moveu um musculo para abraçar a Laís

SIMPLESMENTE O HOMEM MAIS FIEL DA FACE DA TERRA, VICIADO E…",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['o - 2', 'da - 2', 'rt - 1', 'desafetuoso - 1', 'e - 1', 'arthur - 1', 'aguiar - 1', 'que - 1', 'não - 1', 'moveu - 1', 'um - 1', 'musculo - 1', 'para - 1', 'abraçar - 1', 'a - 1', 'laís - 1', 'simplesmente - 1', 'homem - 1', 'mais - 1', 'fiel - 1', 'face - 1', 'terra - 1', 'viciado - 1']"
eles culpam o arthur aguiar por amar demais 🤞🏻 o último romântico do brasil tem tanto amor que precisa dividir em 16 mulheres,{'🤞'},'neutro',[0.33],[0.01],[0.48],[0.0],[0.17],[0.01],[0.0],"['o - 2', 'eles - 1', 'culpam - 1', 'arthur - 1', 'aguiar - 1', 'por - 1', 'amar - 1', 'demais - 1', 'último - 1', 'romântico - 1', 'do - 1', 'brasil - 1', 'tem - 1', 'tanto - 1', 'amor - 1', 'que - 1', 'precisa - 1', 'dividir - 1', 'em - 1', 'mulheres - 1']"
@oficialmussi @TiagoAbravanel @jadepicon @Aguiarthur @linndaquebrada @PedroScooby Protagonista do BBB22 😘,{'😘'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['oficialmussi - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'pedroscooby - 1', 'protagonista - 1', 'do - 1']"
"RT @YgorFremo: Arthur Aguiar trazendo de volta o gênero stealth

#BBB22 https://t.co/1CaPJtRJzg",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'ygorfremo - 1', 'arthur - 1', 'aguiar - 1', 'trazendo - 1', 'de - 1', 'volta - 1', 'o - 1', 'gênero - 1', 'stealth - 1', 'https - 1']"
"RT @eltonoliverr: assim q a vodka dominasse meu cérebro, eu perguntaria a jade se ela traiu joão guilherme mesmo com a besta do gui araújo,…",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['a - 3', 'rt - 1', 'eltonoliverr - 1', 'assim - 1', 'q - 1', 'vodka - 1', 'dominasse - 1', 'meu - 1', 'cérebro - 1', 'eu - 1', 'perguntaria - 1', 'jade - 1', 'se - 1', 'ela - 1', 'traiu - 1', 'joão - 1', 'guilherme - 1', 'mesmo - 1', 'com - 1', 'besta - 1', 'do - 1', 'gui - 1', 'araújo - 1']"
"RT @Guilher05459881: O Arthur Aguiar ouvindo as conversas dos pipocas só me lembrou a Sarah no BBB 21 

 #BBB22 #REDEBBB 

Tirei Jade Picon…",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'o - 1', 'arthur - 1', 'aguiar - 1', 'ouvindo - 1', 'as - 1', 'conversas - 1', 'dos - 1', 'pipocas - 1', 'só - 1', 'me - 1', 'lembrou - 1', 'a - 1', 'sarah - 1', 'no - 1', 'bbb - 1', 'redebbb - 1', 'tirei - 1', 'jade - 1']"
RT @tracklist: O Arthur Aguiar observando a conversa do grupo pipoca 🕵🏻‍♂️🗣 #BBB22 https://t.co/A01gVZyS2s,{'♂️'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'tracklist - 1', 'o - 1', 'arthur - 1', 'aguiar - 1', 'observando - 1', 'a - 1', 'conversa - 1', 'do - 1', 'grupo - 1', 'pipoca - 1', 'https - 1']"
RT @tracklist: O Arthur Aguiar observando a conversa do grupo pipoca 🕵🏻‍♂️🗣 #BBB22 https://t.co/A01gVZyS2s,{'♂️'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'tracklist - 1', 'o - 1', 'arthur - 1', 'aguiar - 1', 'observando - 1', 'a - 1', 'conversa - 1', 'do - 1', 'grupo - 1', 'pipoca - 1', 'https - 1']"
É dom de Arthur acertar a hora? Kkkk que foi isso @Aguiarthur ? https://t.co/hsaU21QRZ0,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['é - 1', 'dom - 1', 'de - 1', 'arthur - 1', 'acertar - 1', 'a - 1', 'hora - 1', 'kkkk - 1', 'que - 1', 'foi - 1', 'isso - 1', 'aguiarthur - 1', 'https - 1']"
📽 • Arthur Aguiar via InstaStories. https://t.co/NOVQ76mjLQ,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['arthur - 1', 'aguiar - 1', 'via - 1', 'instastories - 1', 'https - 1']"
RT @Aguiarthur: Um lookzinho branco bem básico ✨ #BBB22 https://t.co/DQf2a7jgAB,{'✨'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'aguiarthur - 1', 'um - 1', 'lookzinho - 1', 'branco - 1', 'bem - 1', 'básico - 1', 'https - 1']"
@centralarthurof @Aguiarthur Cabelo nem faz falta ❤,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['centralarthurof - 1', 'aguiarthur - 1', 'cabelo - 1', 'nem - 1', 'faz - 1', 'falta - 1']"
RT @tracklist: O Arthur Aguiar observando a conversa do grupo pipoca 🕵🏻‍♂️🗣 #BBB22 https://t.co/A01gVZyS2s,{'♂️'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'tracklist - 1', 'o - 1', 'arthur - 1', 'aguiar - 1', 'observando - 1', 'a - 1', 'conversa - 1', 'do - 1', 'grupo - 1', 'pipoca - 1', 'https - 1']"
RT @tracklist: O Arthur Aguiar observando a conversa do grupo pipoca 🕵🏻‍♂️🗣 #BBB22 https://t.co/A01gVZyS2s,{'♂️'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'tracklist - 1', 'o - 1', 'arthur - 1', 'aguiar - 1', 'observando - 1', 'a - 1', 'conversa - 1', 'do - 1', 'grupo - 1', 'pipoca - 1', 'https - 1']"
"⚠️ Arthur Aguiar - 8,1 milhões de seguidores ⚠️ #RedeBBB #BBB22 https://t.co/7kdey54RUW",{'⚠️'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['arthur - 1', 'aguiar - 1', 'milhões - 1', 'de - 1', 'seguidores - 1', 'redebbb - 1', 'https - 1']"
"RT @oficialmussi: Click de agora com eles @TiagoAbravanel, @jadepicon, @Aguiarthur, @linndaquebrada, e @PedroScooby. 📸💚 https://t.co/H4NlaA…","{'💚', '📸'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'oficialmussi - 1', 'click - 1', 'de - 1', 'agora - 1', 'com - 1', 'eles - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'e - 1', 'pedroscooby - 1', 'https - 1']"
"RT @desafetuoso: E o Arthur Aguiar que não moveu um musculo para abraçar a Laís

SIMPLESMENTE O HOMEM MAIS FIEL DA FACE DA TERRA, VICIADO E…",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['o - 2', 'da - 2', 'rt - 1', 'desafetuoso - 1', 'e - 1', 'arthur - 1', 'aguiar - 1', 'que - 1', 'não - 1', 'moveu - 1', 'um - 1', 'musculo - 1', 'para - 1', 'abraçar - 1', 'a - 1', 'laís - 1', 'simplesmente - 1', 'homem - 1', 'mais - 1', 'fiel - 1', 'face - 1', 'terra - 1', 'viciado - 1']"
RT @Aguiarthur: ✨💛 https://t.co/GDvSpUknMt,"{'✨', '💛'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'aguiarthur - 1', 'https - 1']"
RT @Aguiarthur: ✨💛 https://t.co/GDvSpUknMt,"{'✨', '💛'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'aguiarthur - 1', 'https - 1']"
"Quem eu não gostava e agora gosto: Arthur Aguiar

Quem eu gostava e agora não gosto:
Tiago Abravanel e Jessi

#BBB22",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['e - 3', 'quem - 2', 'eu - 2', 'não - 2', 'gostava - 2', 'agora - 2', 'gosto - 2', 'arthur - 1', 'aguiar - 1', 'tiago - 1', 'abravanel - 1', 'jessi - 1']"
"RT @oficialmussi: Click de agora com eles @TiagoAbravanel, @jadepicon, @Aguiarthur, @linndaquebrada, e @PedroScooby. 📸💚 https://t.co/H4NlaA…","{'💚', '📸'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'oficialmussi - 1', 'click - 1', 'de - 1', 'agora - 1', 'com - 1', 'eles - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'e - 1', 'pedroscooby - 1', 'https - 1']"
"RT @debcomentss: não vou sofrer sozinha 🤧

sdd reizinho @Aguiarthur https://t.co/REWpNyCX1I",{'🤧'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'debcomentss - 1', 'não - 1', 'vou - 1', 'sofrer - 1', 'sozinha - 1', 'sdd - 1', 'reizinho - 1', 'aguiarthur - 1', 'https - 1']"
@Aguiarthur Lindo demais ❤️,{'❤️'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['aguiarthur - 1', 'lindo - 1', 'demais - 1']"
📽 • Arthur Aguiar via InstaStories. https://t.co/gqod6gWH8g,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['arthur - 1', 'aguiar - 1', 'via - 1', 'instastories - 1', 'https - 1']"
"@Silva_DG @Aguiarthur 

https://t.co/vbFphY7Awq",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['aguiarthur - 1', 'https - 1']"
@Aguiarthur Reizinho 🥰❤,{'🥰'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['aguiarthur - 1', 'reizinho - 1']"
"mds e tem fã do arthur aguiar mesmo, achei que era so meme",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['mds - 1', 'e - 1', 'tem - 1', 'fã - 1', 'do - 1', 'arthur - 1', 'aguiar - 1', 'mesmo - 1', 'achei - 1', 'que - 1', 'era - 1', 'so - 1', 'meme - 1']"
RT @bbb: Recadinha de Arthur Aguiar direto do confinamento do hotel. #RedeBBB #BBB22 https://t.co/P36NG0wQ3a,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['do - 2', 'rt - 1', 'bbb - 1', 'recadinha - 1', 'de - 1', 'arthur - 1', 'aguiar - 1', 'direto - 1', 'confinamento - 1', 'hotel - 1', 'redebbb - 1', 'https - 1']"
@vinicomentx @Aguiarthur A boquinha 🤏🏻🤏🏻🤏🏻 passo mal,{'🤏'},'raiva',[0.3],[0.01],[0.22],[0.0],[0.46],[0.01],[0.0],"['vinicomentx - 1', 'aguiarthur - 1', 'a - 1', 'boquinha - 1', 'passo - 1', 'mal - 1']"
RT @tracklist: O Arthur Aguiar observando a conversa do grupo pipoca 🕵🏻‍♂️🗣 #BBB22 https://t.co/A01gVZyS2s,{'♂️'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'tracklist - 1', 'o - 1', 'arthur - 1', 'aguiar - 1', 'observando - 1', 'a - 1', 'conversa - 1', 'do - 1', 'grupo - 1', 'pipoca - 1', 'https - 1']"
"RT @oficialmussi: Click de agora com eles @TiagoAbravanel, @jadepicon, @Aguiarthur, @linndaquebrada, e @PedroScooby. 📸💚 https://t.co/H4NlaA…","{'💚', '📸'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'oficialmussi - 1', 'click - 1', 'de - 1', 'agora - 1', 'com - 1', 'eles - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'e - 1', 'pedroscooby - 1', 'https - 1']"
"RT @tracklist: Arthur Aguiar conversou com Naiara Azevedo no #BBB22 sobre a sua esposa Mayra Cardi.

Vem conferir o que ator falou: 

https…",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'tracklist - 1', 'arthur - 1', 'aguiar - 1', 'conversou - 1', 'com - 1', 'naiara - 1', 'azevedo - 1', 'no - 1', 'sobre - 1', 'a - 1', 'sua - 1', 'esposa - 1', 'mayra - 1', 'cardi - 1', 'vem - 1', 'conferir - 1', 'o - 1', 'que - 1', 'ator - 1', 'falou - 1']"
@oficialmussi @TiagoAbravanel @jadepicon @Aguiarthur @linndaquebrada @PedroScooby adm avisa que o Rodrigo estragou a foto,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['oficialmussi - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'pedroscooby - 1', 'adm - 1', 'avisa - 1', 'que - 1', 'o - 1', 'rodrigo - 1', 'estragou - 1', 'a - 1', 'foto - 1']"
"RT @desafetuoso: E o Arthur Aguiar que não moveu um musculo para abraçar a Laís

SIMPLESMENTE O HOMEM MAIS FIEL DA FACE DA TERRA, VICIADO E…",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['o - 2', 'da - 2', 'rt - 1', 'desafetuoso - 1', 'e - 1', 'arthur - 1', 'aguiar - 1', 'que - 1', 'não - 1', 'moveu - 1', 'um - 1', 'musculo - 1', 'para - 1', 'abraçar - 1', 'a - 1', 'laís - 1', 'simplesmente - 1', 'homem - 1', 'mais - 1', 'fiel - 1', 'face - 1', 'terra - 1', 'viciado - 1']"
RT @alanisnetto_: vou gostar do arthur aguiar sim a corna nao fui eu,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'vou - 1', 'gostar - 1', 'do - 1', 'arthur - 1', 'aguiar - 1', 'sim - 1', 'a - 1', 'corna - 1', 'nao - 1', 'fui - 1', 'eu - 1']"
RT @Aguiarthur: Um lookzinho branco bem básico ✨ #BBB22 https://t.co/DQf2a7jgAB,{'✨'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'aguiarthur - 1', 'um - 1', 'lookzinho - 1', 'branco - 1', 'bem - 1', 'básico - 1', 'https - 1']"
RT @tracklist: O Arthur Aguiar observando a conversa do grupo pipoca 🕵🏻‍♂️🗣 #BBB22 https://t.co/A01gVZyS2s,{'♂️'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'tracklist - 1', 'o - 1', 'arthur - 1', 'aguiar - 1', 'observando - 1', 'a - 1', 'conversa - 1', 'do - 1', 'grupo - 1', 'pipoca - 1', 'https - 1']"
"RT @YgorFremo: Arthur Aguiar trazendo de volta o gênero stealth

#BBB22 https://t.co/1CaPJtRJzg",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'ygorfremo - 1', 'arthur - 1', 'aguiar - 1', 'trazendo - 1', 'de - 1', 'volta - 1', 'o - 1', 'gênero - 1', 'stealth - 1', 'https - 1']"
"Até o ARTHUR AGUIAR tá entregando mais que os pipocas 

Absolutamente nenhum camarote tem q sair nesse paredão… https://t.co/ce7cRl2WZ2",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['até - 1', 'o - 1', 'arthur - 1', 'aguiar - 1', 'tá - 1', 'entregando - 1', 'mais - 1', 'que - 1', 'os - 1', 'pipocas - 1', 'absolutamente - 1', 'nenhum - 1', 'camarote - 1', 'tem - 1', 'q - 1', 'sair - 1', 'nesse - 1', 'https - 1']"
@centralarthurof @Aguiarthur Maravilhoso ❤️,{'❤️'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['centralarthurof - 1', 'aguiarthur - 1', 'maravilhoso - 1']"
@opheIiethorn @ghafakerr vcs bem mayra cardi dizendo que o arthur aguiar tbm é uma vítima da sociedade (vcs leia-se nós),set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['vcs - 2', 'opheiiethorn - 1', 'ghafakerr - 1', 'bem - 1', 'mayra - 1', 'cardi - 1', 'dizendo - 1', 'que - 1', 'o - 1', 'arthur - 1', 'aguiar - 1', 'tbm - 1', 'é - 1', 'uma - 1', 'vítima - 1', 'da - 1', 'sociedade - 1', 'nós - 1']"
"RT @smoakesby: eu particularmente não tenho nada contra o arthur aguiar, se a própria corna que é a corna não se incomoda com os chifres eu…",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['não - 2', 'se - 2', 'a - 2', 'corna - 2', 'rt - 1', 'smoakesby - 1', 'eu - 1', 'particularmente - 1', 'tenho - 1', 'nada - 1', 'contra - 1', 'o - 1', 'arthur - 1', 'aguiar - 1', 'própria - 1', 'que - 1', 'é - 1', 'incomoda - 1', 'com - 1', 'os - 1', 'chifres - 1']"
RT @Aguiarthur: ✨💛 https://t.co/GDvSpUknMt,"{'✨', '💛'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'aguiarthur - 1', 'https - 1']"
RT @WillianCulture: Pra ganhar de Arthur Picoli em acertar a hora o Arthur Aguiar vai ter que ser um pouco mais específico 😁 https://t.co/N…,{'😁'},'raiva',[0.35],[0.01],[0.26],[0.0],[0.36],[0.01],[0.0],"['arthur - 2', 'rt - 1', 'willianculture - 1', 'pra - 1', 'ganhar - 1', 'de - 1', 'picoli - 1', 'em - 1', 'acertar - 1', 'a - 1', 'hora - 1', 'o - 1', 'aguiar - 1', 'vai - 1', 'ter - 1', 'que - 1', 'ser - 1', 'um - 1', 'pouco - 1', 'mais - 1', 'específico - 1', 'https - 1']"
"Eu ri tanto com ele pegando o Rodrigo de surpresa, o cara ficou até desnorteado.
Arthur Aguiar é o homem da revirav… https://t.co/iRZw3MnM6m",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['o - 3', 'eu - 1', 'ri - 1', 'tanto - 1', 'com - 1', 'ele - 1', 'pegando - 1', 'rodrigo - 1', 'de - 1', 'surpresa - 1', 'cara - 1', 'ficou - 1', 'até - 1', 'desnorteado - 1', 'arthur - 1', 'aguiar - 1', 'é - 1', 'homem - 1', 'da - 1', 'https - 1']"
"RT @oficialmussi: Click de agora com eles @TiagoAbravanel, @jadepicon, @Aguiarthur, @linndaquebrada, e @PedroScooby. 📸💚 https://t.co/H4NlaA…","{'💚', '📸'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'oficialmussi - 1', 'click - 1', 'de - 1', 'agora - 1', 'com - 1', 'eles - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'e - 1', 'pedroscooby - 1', 'https - 1']"
"RT @smoakesby: eu particularmente não tenho nada contra o arthur aguiar, se a própria corna que é a corna não se incomoda com os chifres eu…",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['não - 2', 'se - 2', 'a - 2', 'corna - 2', 'rt - 1', 'smoakesby - 1', 'eu - 1', 'particularmente - 1', 'tenho - 1', 'nada - 1', 'contra - 1', 'o - 1', 'arthur - 1', 'aguiar - 1', 'própria - 1', 'que - 1', 'é - 1', 'incomoda - 1', 'com - 1', 'os - 1', 'chifres - 1']"
@oficialmussi @TiagoAbravanel @jadepicon @Aguiarthur @linndaquebrada @PedroScooby que lindosss,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['oficialmussi - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'pedroscooby - 1', 'que - 1', 'lindosss - 1']"
📽 • Arthur Aguiar via InstaStories. https://t.co/VRLza8KQU1,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['arthur - 1', 'aguiar - 1', 'via - 1', 'instastories - 1', 'https - 1']"
