Tweet,Emojis,SentimentML,Alegria,Medo,Neutro,Nojo,Raiva,Tristeza,Alias,Frequencias
É dom de Arthur acertar a hora? Kkkk que foi isso @Aguiarthur ? https://t.co/hsaU21QRZ0,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['é - 1', 'dom - 1', 'de - 1', 'arthur - 1', 'acertar - 1', 'a - 1', 'hora - 1', 'kkkk - 1', 'que - 1', 'foi - 1', 'isso - 1', 'aguiarthur - 1', 'https - 1']"
📽 • Arthur Aguiar via InstaStories. https://t.co/NOVQ76mjLQ,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['arthur - 1', 'aguiar - 1', 'via - 1', 'instastories - 1', 'https - 1']"
RT @Aguiarthur: Um lookzinho branco bem básico ✨ #BBB22 https://t.co/DQf2a7jgAB,{'✨'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'aguiarthur - 1', 'um - 1', 'lookzinho - 1', 'branco - 1', 'bem - 1', 'básico - 1', 'https - 1']"
@centralarthurof @Aguiarthur Cabelo nem faz falta ❤,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['centralarthurof - 1', 'aguiarthur - 1', 'cabelo - 1', 'nem - 1', 'faz - 1', 'falta - 1']"
RT @tracklist: O Arthur Aguiar observando a conversa do grupo pipoca 🕵🏻‍♂️🗣 #BBB22 https://t.co/A01gVZyS2s,{'♂️'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'tracklist - 1', 'o - 1', 'arthur - 1', 'aguiar - 1', 'observando - 1', 'a - 1', 'conversa - 1', 'do - 1', 'grupo - 1', 'pipoca - 1', 'https - 1']"
RT @tracklist: O Arthur Aguiar observando a conversa do grupo pipoca 🕵🏻‍♂️🗣 #BBB22 https://t.co/A01gVZyS2s,{'♂️'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'tracklist - 1', 'o - 1', 'arthur - 1', 'aguiar - 1', 'observando - 1', 'a - 1', 'conversa - 1', 'do - 1', 'grupo - 1', 'pipoca - 1', 'https - 1']"
"⚠️ Arthur Aguiar - 8,1 milhões de seguidores ⚠️ #RedeBBB #BBB22 https://t.co/7kdey54RUW",{'⚠️'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['arthur - 1', 'aguiar - 1', 'milhões - 1', 'de - 1', 'seguidores - 1', 'redebbb - 1', 'https - 1']"
"RT @oficialmussi: Click de agora com eles @TiagoAbravanel, @jadepicon, @Aguiarthur, @linndaquebrada, e @PedroScooby. 📸💚 https://t.co/H4NlaA…","{'💚', '📸'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'oficialmussi - 1', 'click - 1', 'de - 1', 'agora - 1', 'com - 1', 'eles - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'e - 1', 'pedroscooby - 1', 'https - 1']"
"RT @desafetuoso: E o Arthur Aguiar que não moveu um musculo para abraçar a Laís

SIMPLESMENTE O HOMEM MAIS FIEL DA FACE DA TERRA, VICIADO E…",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['o - 2', 'da - 2', 'rt - 1', 'desafetuoso - 1', 'e - 1', 'arthur - 1', 'aguiar - 1', 'que - 1', 'não - 1', 'moveu - 1', 'um - 1', 'musculo - 1', 'para - 1', 'abraçar - 1', 'a - 1', 'laís - 1', 'simplesmente - 1', 'homem - 1', 'mais - 1', 'fiel - 1', 'face - 1', 'terra - 1', 'viciado - 1']"
RT @Aguiarthur: ✨💛 https://t.co/GDvSpUknMt,"{'✨', '💛'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'aguiarthur - 1', 'https - 1']"
RT @Aguiarthur: ✨💛 https://t.co/GDvSpUknMt,"{'✨', '💛'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'aguiarthur - 1', 'https - 1']"
